"region","tdate","country","discharging_port","delivery_mode","customer_name","customer_group","category","pid","pallets","branding","total_volume","volume_per_container","incoterm","status1","Status2","payment_terms","payment_terms_days","price","estimated_freight","estimated_fob","sales_order","od","supplier","transporter","inspection","shipping_line","shipped_via","loading_date_at_plant","quantity_removed_from_the_site","stuffing_date","real_freight","real_fob","blno","sequence_date","transit_time","bldate","net_quantity","clearance_date","userComment","type_tc","port_loading","freight_invoice","freight_invoice2","freight_invoice3","days_of_storage","storage_cost","days_of_storage2","storage_cost2","days_of_storage3","storage_cost3","jours_half","jours_1","jours_2","jours_3","ac_status","contract_id","contract_status","invoice","Payment_status"
"Europe","2022-04-02","Argentina","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","ESIFAR","MDCP","0","1 pallet per 2 BB","Phosfeed","100","22","CIF","Delivery in progress","CONFIRMED","Cable bank transfer","90","690","20","37","1843","52","ONCF","HAPAG LLOYD","Inspectorate","BDP","CMA CGM","2022-08-17","1320","0000-00-00","40","33","0","2022-06-18","15","2022-12-25","550","2022-09-23","","40' Dry","JORF LASFAR","119178.58","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Signed Customer","18452","Paid\"
"Americas","2022-10-05","Morocco","THESSALONIKI","Container","GREEFOS","CP Group","MDCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","0","780","30","0","1772","53","IPSEN","HAPAG LLOYD","Inspectorate","MAERSK","CMA CGM","2022-04-15","484","2022-04-27","19","36","0","2022-12-20","25","2022-12-25","550","2022-06-23","","20'","","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1398","Signed OCP","18668","Paid\"
"Africa","2022-10-04","Greece","","Container","GREEFOS","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Phosfeed","550","22","CIF","Deal concluded","CONFIRMED","L/C","15","780","0","40","1435","54","SVN","MAERSK","Inspectorate","CMA CGM","SEALAND","2022-05-17","484","2022-04-27","19","33","0","2022-09-18","25","2022-12-25","1200","2022-09-23","","40' Dry","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1382","Signed Customer","18668","Paid\"
"Local Market","2022-10-04","Thailand","BUENOS AIRES","Truck","ESIFAR","GREEFOS","DCP","0","1 pallet per 2 BB","Neutre","440","25","CIF","Deal concluded","CONFIRMED","Cable bank transfer","45","780","44","0","1435","55","ONCF","SEALAND","Inspectorate","MAERSK","MAERSK","2022-11-18","605","2022-05-29","27","0","237739812","2022-09-18","60","2022-06-23","100","2022-12-25","","20'","","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18732","Not Paid\"
"Local Market","2022-10-05","Morocco","BUENOS AIRES","Vessel","ESIFAR","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","440","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","0","730","44","40","1772","56","SVN","GAMMA","Inspectorate","HAPAG LLOYD","SEALAND","2022-04-15","484","2022-11-30","19","33","1236876312","2022-05-17","0","2022-09-23","100","2022-12-25","","20'","JORF LASFAR","116","2280.23","0","2","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Paid\"
"Europe","2022-10-05","Nigeria","LAT KRABANG","Container","Vial/Vitafort","CP Group","MDCP","0","1 pallet per BB","Neutre","1200","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","780","0","35","1435","57","SVN","HAPAG LLOYD","Inspectorate","CMA CGM","HAPAG LLOYD","2022-05-17","484","2022-11-30","40","38","0","2022-09-18","60","0000-00-00","440","2022-05-22","","40' Dry","JORF LASFAR","137986.14","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1982","Signed Customer","19832","Paid\"
"Asia","2022-04-02","Thailand","","Container","ESIFAR","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","100","22","CFR","Delivery in progress","CONFIRMED","CAD","60","740","20","37","1843","58","IPSEN","GAMMA","Inspectorate","SEALAND","MAERSK","2022-08-17","484","2022-11-30","40","36","0","2022-09-18","25","2022-12-25","440","2022-06-23","","40' Dry","CASABLANCA","116","2280.23","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed OCP","19832","Not Paid\"
"Americas","2022-04-02","Greece","THESSALONIKI","Vessel","CPF (Thailand) Public Company Limited","ESIFAR","MDCP","0","1 pallet per 2 BB","Phosfeed","1200","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","0","610","25","0","1634","59","ONCF","MAERSK","Inspectorate","SEALAND","MAERSK","2022-08-17","4840","2022-04-27","0","38","0","0000-00-00","25","2022-12-25","550","2022-06-23","","20'","","119178.58","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1982","Signed Customer","18668","Paid\"
"Local Market","2022-04-02","Greece","THESSALONIKI","Container","ALF AMMAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Neutre","100","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","15","740","20","0","1435","60","SVN","GAMMA","Inspectorate","BDP","HAPAG LLOYD","2022-05-17","484","0000-00-00","27","38","1236876312","2022-06-18","0","2022-05-22","1200","2022-05-22","","20'","JORF LASFAR","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19423","Not Paid\"
"Local Market","2022-03-01","Nigeria","LAT KRABANG","Container","GREEFOS","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Phosfeed","550","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","15","610","25","37","1772","61","IPSEN","MAERSK","Inspectorate","BDP","MAERSK","2022-05-17","605","2022-05-29","0","36","0","2022-06-18","25","0000-00-00","4434","0000-00-00","","20'","TANGER","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Paid\"
"Europe","2022-03-01","Greece","LAGOS","Vessel","CPF (Thailand) Public Company Limited","CP Group","DCP","0","1 pallet per 2 BB","Phosfeed","1200","20","CFR","Invoiced","CONFIRMED","Cable bank transfer","15","780","0","37","1772","62","IPSEN","SEALAND","Inspectorate","SEALAND","MAERSK","2022-08-17","4840","2022-08-29","19","36","237739812","0000-00-00","60","2022-09-23","100","2022-09-23","","40' Dry","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Paid\"
"Americas","2022-07-03","Morocco","BUENOS AIRES","Container","GREEFOS","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","100","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","0","730","0","37","1435","63","IPSEN","MAERSK","Inspectorate","HAPAG LLOYD","CMA CGM","2022-05-17","1320","2022-11-30","27","33","1236876312","0000-00-00","25","2022-12-25","4434","2022-09-23","","20'","TANGER","0","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1382","Signed OCP","18732","Paid\"
"Local Market","2022-10-05","Morocco","","Vessel","CPF (Thailand) Public Company Limited","CP Group","MDCP","0","1 pallet per BB","Phosfeed","1200","22","EXW","Deal concluded","CONFIRMED","CAD","60","690","30","35","1435","64","SVN","SEALAND","Inspectorate","MAERSK","SEALAND","2022-11-18","1320","2022-05-29","0","38","0","2022-05-17","15","2022-09-23","1200","2022-09-23","","","TANGER","116","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1383","Signed Customer","19423","Paid\"
"Local Market","2022-10-04","Argentina","","Container","CPF (Thailand) Public Company Limited","CP Group","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","60","690","30","35","1772","65","IPSEN","HAPAG LLOYD","Inspectorate","MAERSK","MAERSK","2022-05-17","4840","2022-04-27","19","36","1236876312","0000-00-00","25","2022-05-22","4434","2022-09-23","","20'","CASABLANCA","119178.58","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Americas","2022-10-05","Thailand","LAGOS","Vessel","ALF AMMAR","ESIFAR","DCP","0","1 pallet per BB","Neutre","550","20","CFR","Invoiced","CONFIRMED","Cable bank transfer","60","780","44","0","1634","66","ONCF","GAMMA","Inspectorate","SEALAND","SEALAND","2022-05-17","605","2022-05-29","27","40","237739812","0000-00-00","60","2022-12-25","4434","2022-05-22","","20'","JORF LASFAR","0","0","0","0","0","0","0","0","0","3","1","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Europe","2022-04-02","Morocco","LAGOS","Truck","Vial/Vitafort","CP Group","MDCP","0","1 pallet per BB","Phosfeed","550","20","EXW","Deal concluded","CONFIRMED","Cable bank transfer","0","740","0","40","1843","67","SVN","SEALAND","Inspectorate","BDP","HAPAG LLOYD","2022-08-17","110","2022-04-27","40","40","0","2022-12-20","30","2022-06-23","440","0000-00-00","","20'","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18732","Paid\"
"Europe","2022-03-01","Greece","BUENOS AIRES","Container","GREEFOS","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","1200","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","45","740","0","37","1772","68","IPSEN","HAPAG LLOYD","Inspectorate","CMA CGM","MAERSK","2022-11-18","1320","2022-04-27","33","36","0","0000-00-00","60","2022-09-23","100","2022-09-23","","20'","CASABLANCA","0","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Draft","18668","Paid\"
"Americas","2022-10-05","Greece","LAGOS","Container","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per 2 BB","Neutre","550","20","CFR","Delivery in progress","CONFIRMED","CAD","60","780","30","0","1743","69","IPSEN","MAERSK","Inspectorate","BDP","SEALAND","2022-11-18","484","2022-11-30","40","38","1236876312","2022-12-20","30","2022-06-23","550","2022-12-25","","","TANGER","0","2280.23","0","0","0","0","0","0","0","3","0","0","0","Sent","1398","Signed OCP","19832","Paid\"
"Local Market","2022-07-03","Greece","","Vessel","GREEFOS","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","740","25","37","1843","70","IPSEN","CMA CGM","Inspectorate","HAPAG LLOYD","CMA CGM","2022-04-15","4840","2022-05-29","40","38","0","2022-06-18","25","2022-06-23","550","2022-05-22","","20'","","116","0","0","2","0","0","0","0","0","0","1","0","0","Sent","1382","Signed OCP","19832","Paid\"
"Africa","2022-10-05","Greece","LAGOS","Truck","Vial/Vitafort","Vial/Vitafort","DCP","0","1 pallet per BB","Phosfeed","100","20","EXW","Finalized","CONFIRMED","Cable bank transfer","0","780","20","35","1634","71","IPSEN","HAPAG LLOYD","Inspectorate","MAERSK","MAERSK","2022-11-19","484","0000-00-00","40","36","0","2022-05-17","15","2022-09-23","440","2022-05-22","","40' Dry","CASABLANCA","119178.58","2280.23","0","2","84.91","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19423","Paid\"
"Americas","2022-04-02","Nigeria","LAGOS","Container","ESIFAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","4400","20","CIF","Deal concluded","CONFIRMED","L/C","45","780","20","37","1435","72","IPSEN","MAERSK","Inspectorate","CMA CGM","MAERSK","2022-11-18","110","0000-00-00","0","33","237739812","2022-12-20","15","2022-06-23","100","2022-05-22","","","TANGER","119178.58","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1383","Signed OCP","18668","Paid\"
"Local Market","2022-03-01","Nigeria","","Container","Vial/Vitafort","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","4400","20","CFR","Delivery in progress","CONFIRMED","D/A","45","610","30","35","1843","73","SVN","CMA CGM","Inspectorate","CMA CGM","SEALAND","2022-08-17","4840","2022-05-29","33","38","0","2022-12-20","0","2022-12-25","1200","2022-05-22","","40' Dry","TANGER","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19832","Paid\"
"Americas","2022-10-04","Argentina","LAGOS","Container","ALF AMMAR","ALF AMMAR","DCP","0","1 pallet per BB","Phosfeed","550","25","EXW","Delivery in progress","CONFIRMED","L/C","45","740","44","40","1743","74","IPSEN","HAPAG LLOYD","Inspectorate","BDP","HAPAG LLOYD","2022-05-17","110","2022-11-30","33","33","0","0000-00-00","30","2022-12-25","100","2022-09-23","","40' Dry","TANGER","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","18668","Paid\"
"Local Market","2022-04-02","Morocco","THESSALONIKI","Truck","ESIFAR","ALF AMMAR","DCP","0","1 pallet per 2 BB","Neutre","4400","20","CFR","Deal concluded","CONFIRMED","D/A","60","690","20","0","1634","75","IPSEN","MAERSK","Inspectorate","HAPAG LLOYD","MAERSK","2022-11-19","1320","2022-11-30","27","0","0","2022-09-18","0","2022-05-22","1200","0000-00-00","","20'","CASABLANCA","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Not Paid\"
"Europe","2022-03-01","Thailand","LAGOS","Container","CPF (Thailand) Public Company Limited","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Deal concluded","CONFIRMED","CAD","60","610","0","40","1435","76","ONCF","MAERSK","Inspectorate","MAERSK","HAPAG LLOYD","2022-08-17","1320","0000-00-00","40","40","0","0000-00-00","30","2022-06-23","4434","2022-09-23","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1443","Signed Customer","18452","Paid\"
"Europe","2022-04-02","Morocco","","Vessel","CPF (Thailand) Public Company Limited","Vial/Vitafort","DCP","0","1 pallet per BB","Neutre","440","25","EXW","Deal concluded","CONFIRMED","Cable bank transfer","90","780","30","37","1843","77","SVN","MAERSK","Inspectorate","BDP","MAERSK","2022-11-19","605","2022-08-29","19","38","0","2022-09-18","25","2022-06-23","550","2022-05-22","","20'","JORF LASFAR","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18732","Paid\"
"Africa","2022-03-01","Thailand","THESSALONIKI","Vessel","CPF (Thailand) Public Company Limited","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","550","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","780","20","35","1743","78","IPSEN","GAMMA","Inspectorate","BDP","MAERSK","2022-05-17","605","2022-04-27","0","36","0","2022-09-18","30","2022-09-23","100","0000-00-00","","20'","TANGER","116","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","18452","Paid\"
"Americas","2022-10-04","Morocco","THESSALONIKI","Container","GREEFOS","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","550","25","CIF","Deal concluded","CONFIRMED","D/A","0","780","30","35","1772","79","SVN","GAMMA","Inspectorate","HAPAG LLOYD","CMA CGM","2022-11-18","1320","2022-05-29","0","38","0","2022-09-18","0","0000-00-00","1200","0000-00-00","","","CASABLANCA","119178.58","0","0","0","0","0","0","0","0","3","1","0","0","Sent","1382","Signed Customer","18668","Paid\"
"Americas","2022-10-05","Greece","LAGOS","Container","CPF (Thailand) Public Company Limited","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","1200","20","CFR","Deal concluded","CONFIRMED","L/C","90","610","20","40","1743","80","ONCF","CMA CGM","Inspectorate","SEALAND","MAERSK","2022-08-17","1320","2022-11-30","0","33","0","2022-12-20","30","2022-05-22","4434","2022-12-25","","","CASABLANCA","119178.58","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1398","Signed OCP","18452","Paid\"
"Europe","2022-10-04","Morocco","BUENOS AIRES","Truck","CPF (Thailand) Public Company Limited","GREEFOS","MCP","0","1 pallet per 2 BB","Phosfeed","440","20","CFR","Invoiced","CONFIRMED","L/C","15","740","44","40","1743","81","ONCF","GAMMA","Inspectorate","HAPAG LLOYD","MAERSK","2022-11-19","110","2022-11-30","19","36","0","2022-09-18","60","2022-12-25","4434","0000-00-00","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","3","1","0","0","Sent","1398","Signed OCP","19423","Paid\"
"Americas","2022-03-01","Morocco","","Container","ALF AMMAR","CP Group","MCP","0","1 pallet per BB","Phosfeed","100","22","CFR","Deal concluded","CONFIRMED","CAD","60","730","20","35","1843","82","SVN","GAMMA","Inspectorate","HAPAG LLOYD","MAERSK","2022-05-17","605","2022-04-27","19","0","237739812","2022-05-17","60","2022-05-22","100","2022-06-23","","20'","","116","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Paid\"
"Europe","2022-07-03","Nigeria","","Container","ALF AMMAR","GREEFOS","MCP","0","1 pallet per BB","Phosfeed","550","22","EXW","Deal concluded","CONFIRMED","Cable bank transfer","0","740","30","40","1435","83","SVN","MAERSK","Inspectorate","BDP","MAERSK","2022-08-17","110","2022-04-27","33","0","0","2022-09-18","30","2022-12-25","440","2022-05-22","","20'","CASABLANCA","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Not Paid\"
"Americas","2022-10-05","Nigeria","LAGOS","Container","CPF (Thailand) Public Company Limited","ALF AMMAR","DCP","0","1 pallet per BB","Phosfeed","4400","25","EXW","Finalized","CONFIRMED","CAD","0","730","30","37","1743","84","SVN","SEALAND","Inspectorate","SEALAND","HAPAG LLOYD","2022-11-19","110","0000-00-00","19","33","0","0000-00-00","25","2022-09-23","100","2022-12-25","","20'","JORF LASFAR","116","0","0","2","0","0","0","0","0","0","1","0","0","Sent","1398","Signed OCP","18668","Paid\"
"Local Market","2022-07-03","Argentina","LAGOS","Container","ESIFAR","Vial/Vitafort","DCP","0","1 pallet per 2 BB","Phosfeed","550","20","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","90","730","44","37","1772","85","ONCF","MAERSK","Inspectorate","HAPAG LLOYD","CMA CGM","2022-08-17","484","2022-04-27","27","0","0","0000-00-00","15","0000-00-00","550","2022-12-25","","20'","JORF LASFAR","119178.58","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18452","Paid\"
"Local Market","2022-03-01","Argentina","","Container","ALF AMMAR","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","550","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","610","0","0","1743","86","ONCF","GAMMA","Inspectorate","BDP","CMA CGM","2022-08-17","484","2022-08-29","33","0","237739812","0000-00-00","60","2022-09-23","4434","0000-00-00","","20'","TANGER","119178.58","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1383","Signed Customer","19423","Paid\"
"Europe","2022-10-05","Nigeria","","Container","GREEFOS","Vial/Vitafort","DCP","0","1 pallet per BB","Phosfeed","1200","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","45","690","20","0","1843","87","SVN","CMA CGM","Inspectorate","BDP","CMA CGM","2022-04-15","1320","2022-08-29","40","0","237739812","2022-05-17","60","2022-06-23","550","2022-09-23","","20'","","116","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed Customer","19423","Paid\"
"Asia","2022-07-03","Greece","LAGOS","Container","CPF (Thailand) Public Company Limited","CP Group","MDCP","0","1 pallet per 2 BB","Phosfeed","550","20","CFR","Invoiced","CONFIRMED","D/A","60","740","0","40","1435","88","SVN","MAERSK","Inspectorate","SEALAND","SEALAND","2022-05-17","4840","2022-05-29","19","38","0","2022-05-17","15","0000-00-00","4434","0000-00-00","","20'","","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Draft","18732","Paid\"
"Europe","2022-04-02","Greece","","Container","CPF (Thailand) Public Company Limited","ESIFAR","MCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Finalized","CONFIRMED","D/A","45","740","0","35","1435","89","ONCF","GAMMA","Inspectorate","BDP","MAERSK","2022-11-18","4840","0000-00-00","19","38","0","2022-12-20","60","2022-12-25","4434","2022-06-23","","20'","","0","0","0","2","0","0","0","0","0","3","1","0","0","Sent","1982","Signed Customer","19423","Paid\"
