did,Region,Status,Status II,Volume per container,Estimated Freight,Country,Discharging Port,Type TC,Delivery Mode,Avis de Chargement status,Fret réel,Transit time,Supplier,Shipped Via,Shipping Line ,PORT LOADING,Transporter,1/2 jours,1 JOURS,2 JOURS,3 JOURS
602,Local Market,Delivery in progress,CONFIRMED,20,25,Morocco,BUENOS AIRES,20',Truck,Sent,0,25.0,IPSEN,MAERSK,SEALAND,CASABLANCA,MAERSK,3.0,,0.0,
603,Asia,Deal concluded,CONFIRMED,22,20,Morocco,LAGOS,40' Dry,Container,Sent,27,15.0,ONCF,SEALAND,SEALAND,TANGER,HAPAG LLOYD,,,,
604,Local Market,Deal concluded,CONFIRMED,25,25,Nigeria,,,Vessel,Sent,0,15.0,SVN,HAPAG LLOYD,BDP,CASABLANCA,HAPAG LLOYD,,,,0.0
605,Europe,Invoiced,CONFIRMED,20,25,Argentina,BUENOS AIRES,20',Container,Sent,40,25.0,SVN,SEALAND,BDP,,MAERSK,,,,
606,Africa,Delivery in progress,CONFIRMED,20,20,Morocco,LAT KRABANG,20',Container,Sent,0,25.0,IPSEN,MAERSK,HAPAG LLOYD,TANGER,SEALAND,,1.0,0.0,
607,Africa,Invoiced,CONFIRMED,20,20,Argentina,LAT KRABANG,20',Container,Sent,0,60.0,SVN,CMA CGM,CMA CGM,TANGER,GAMMA,,,,
608,Asia,Deal concluded,CONFIRMED,20,30,Argentina,THESSALONIKI,40' Dry,Container,Sent,40,,SVN,MAERSK,BDP,TANGER,MAERSK,,,,
609,Local Market,Finalized,CONFIRMED,20,0,Argentina,THESSALONIKI,20',Vessel,Sent,27,25.0,SVN,SEALAND,CMA CGM,,SEALAND,,,,
610,Americas,Deal concluded,CONFIRMED,20,20,Thailand,LAGOS,20',Container,Sent,0,30.0,SVN,SEALAND,SEALAND,TANGER,MAERSK,,,0.0,0.0
611,Asia,Delivery in progress,CONFIRMED,22,25,Greece,THESSALONIKI,20',Container,Sent,33,,ONCF,SEALAND,SEALAND,TANGER,MAERSK,,,,
612,Asia,Invoiced,CONFIRMED,25,44,Argentina,BUENOS AIRES,,Container,Sent,19,25.0,SVN,SEALAND,BDP,,MAERSK,3.0,1.0,,
613,Africa,Delivery in progress,CONFIRMED,25,0,Argentina,THESSALONIKI,40' Dry,Vessel,Sent,0,25.0,SVN,MAERSK,CMA CGM,CASABLANCA,GAMMA,,,,
614,Americas,Invoiced,CONFIRMED,25,0,Argentina,LAT KRABANG,20',Container,Sent,33,30.0,IPSEN,SEALAND,CMA CGM,,HAPAG LLOYD,,,,
615,Africa,Finalized,CONFIRMED,20,25,Thailand,BUENOS AIRES,,Container,Sent,0,,SVN,MAERSK,MAERSK,TANGER,CMA CGM,,1.0,,
616,Europe,Finalized,CONFIRMED,25,0,Greece,LAGOS,20',Container,Sent,27,30.0,ONCF,CMA CGM,MAERSK,CASABLANCA,CMA CGM,,,0.0,
617,Africa,Deal concluded,CONFIRMED,20,20,Morocco,LAGOS,,Vessel,Sent,40,15.0,SVN,CMA CGM,CMA CGM,TANGER,SEALAND,,,,0.0
618,Local Market,Delivery in progress,CONFIRMED,20,25,Argentina,,,Truck,Sent,27,,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,,0.0,
619,Africa,Finalized,CONFIRMED,20,20,Greece,THESSALONIKI,20',Container,Sent,27,15.0,ONCF,CMA CGM,BDP,JORF LASFAR,SEALAND,,,,
620,Americas,Invoiced,CONFIRMED,20,0,Morocco,,20',Truck,Sent,40,,SVN,HAPAG LLOYD,BDP,,MAERSK,,,,
621,Africa,Deal concluded,CONFIRMED,20,44,Argentina,LAGOS,40' Dry,Container,Sent,40,15.0,ONCF,MAERSK,MAERSK,CASABLANCA,SEALAND,,,,0.0
622,Europe,Deal concluded,CONFIRMED,25,25,Greece,,,Vessel,Sent,19,15.0,IPSEN,CMA CGM,MAERSK,CASABLANCA,CMA CGM,3.0,,,0.0
623,Local Market,Deal concluded,CONFIRMED,20,20,Nigeria,LAT KRABANG,40' Dry,Vessel,Sent,40,15.0,ONCF,SEALAND,BDP,CASABLANCA,CMA CGM,,,0.0,0.0
624,Local Market,Invoiced,CONFIRMED,20,25,Morocco,LAT KRABANG,,Container,Sent,0,30.0,ONCF,SEALAND,SEALAND,JORF LASFAR,HAPAG LLOYD,,,,
625,Europe,Deal concluded,CONFIRMED,22,44,Argentina,LAGOS,20',Container,Sent,40,60.0,IPSEN,SEALAND,MAERSK,CASABLANCA,MAERSK,,,,
626,Local Market,Invoiced,CONFIRMED,22,20,Argentina,,20',Container,Sent,33,15.0,IPSEN,MAERSK,BDP,,CMA CGM,3.0,1.0,,
627,Local Market,Delivery in progress,CONFIRMED,22,20,Nigeria,LAGOS,20',Truck,Sent,19,15.0,IPSEN,SEALAND,MAERSK,TANGER,SEALAND,,,,
628,Asia,Invoiced,CONFIRMED,25,30,Thailand,,40' Dry,Container,Sent,40,25.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,,,
629,Americas,Finalized,CONFIRMED,20,20,Argentina,THESSALONIKI,20',Vessel,Sent,33,15.0,SVN,MAERSK,HAPAG LLOYD,TANGER,HAPAG LLOYD,,,,
630,Africa,Deal concluded,CONFIRMED,22,30,Nigeria,LAGOS,40' Dry,Vessel,Sent,0,25.0,ONCF,HAPAG LLOYD,CMA CGM,TANGER,GAMMA,,,,
631,Local Market,Delivery in progress,CONFIRMED,22,0,Greece,THESSALONIKI,40' Dry,Container,Sent,27,60.0,SVN,MAERSK,HAPAG LLOYD,CASABLANCA,CMA CGM,,,,
632,Americas,Deal concluded,CONFIRMED,20,20,Nigeria,,20',Container,Sent,19,60.0,ONCF,MAERSK,SEALAND,JORF LASFAR,MAERSK,,,,
633,Africa,Delivery in progress,CONFIRMED,22,20,Thailand,,20',Container,Sent,0,25.0,IPSEN,CMA CGM,HAPAG LLOYD,,CMA CGM,,,,
634,Americas,Deal concluded,CONFIRMED,22,0,Morocco,BUENOS AIRES,20',Truck,Sent,40,30.0,IPSEN,HAPAG LLOYD,SEALAND,JORF LASFAR,SEALAND,3.0,,,
635,Americas,Delivery in progress,CONFIRMED,22,0,Thailand,LAGOS,,Container,Sent,0,30.0,IPSEN,HAPAG LLOYD,CMA CGM,,CMA CGM,,,,
636,Europe,Delivery in progress,CONFIRMED,20,44,Greece,LAGOS,20',Truck,Sent,40,25.0,SVN,MAERSK,BDP,,GAMMA,,,0.0,
637,Asia,Delivery in progress,CONFIRMED,20,25,Thailand,LAT KRABANG,40' Dry,Container,Sent,27,30.0,IPSEN,HAPAG LLOYD,BDP,CASABLANCA,CMA CGM,,,,
638,Africa,Delivery in progress,CONFIRMED,25,20,Thailand,BUENOS AIRES,40' Dry,Container,Sent,19,25.0,IPSEN,CMA CGM,CMA CGM,JORF LASFAR,SEALAND,,,,
639,Americas,Deal concluded,CONFIRMED,22,30,Nigeria,THESSALONIKI,20',Vessel,Sent,0,,SVN,HAPAG LLOYD,SEALAND,CASABLANCA,GAMMA,,1.0,,
640,Local Market,Deal concluded,CONFIRMED,20,25,Thailand,THESSALONIKI,,Container,Sent,40,60.0,IPSEN,HAPAG LLOYD,CMA CGM,TANGER,GAMMA,,,,
641,Local Market,Delivery in progress,CONFIRMED,20,0,Thailand,THESSALONIKI,,Container,Sent,33,,SVN,HAPAG LLOYD,SEALAND,CASABLANCA,SEALAND,3.0,,,
642,Africa,Invoiced,CONFIRMED,22,25,Morocco,LAGOS,40' Dry,Truck,Sent,27,25.0,IPSEN,HAPAG LLOYD,SEALAND,,GAMMA,3.0,,,0.0
643,Local Market,Delivery in progress,CONFIRMED,25,44,Thailand,,20',Container,Sent,33,30.0,ONCF,SEALAND,SEALAND,JORF LASFAR,MAERSK,,1.0,,0.0
644,Local Market,Deal concluded,CONFIRMED,25,0,Argentina,THESSALONIKI,40' Dry,Truck,Sent,33,30.0,SVN,CMA CGM,SEALAND,CASABLANCA,SEALAND,,,,
645,Europe,Deal concluded,CONFIRMED,25,20,Nigeria,,40' Dry,Container,Sent,40,30.0,ONCF,SEALAND,CMA CGM,JORF LASFAR,MAERSK,3.0,,,0.0
646,Asia,Invoiced,CONFIRMED,25,20,Greece,LAT KRABANG,,Container,Sent,40,25.0,IPSEN,MAERSK,MAERSK,CASABLANCA,SEALAND,,1.0,,
647,Europe,Delivery in progress,CONFIRMED,22,25,Argentina,THESSALONIKI,20',Container,Sent,33,25.0,IPSEN,MAERSK,SEALAND,CASABLANCA,CMA CGM,,,,
648,Local Market,Finalized,CONFIRMED,20,30,Thailand,LAGOS,20',Vessel,Sent,27,15.0,IPSEN,HAPAG LLOYD,CMA CGM,JORF LASFAR,MAERSK,,,,
649,Africa,Invoiced,CONFIRMED,20,20,Nigeria,THESSALONIKI,20',Vessel,Sent,33,60.0,IPSEN,HAPAG LLOYD,MAERSK,CASABLANCA,GAMMA,,,,0.0
650,Asia,Finalized,CONFIRMED,20,44,Thailand,,20',Container,Sent,19,15.0,IPSEN,MAERSK,CMA CGM,TANGER,HAPAG LLOYD,,,,
651,Africa,Invoiced,CONFIRMED,22,20,Argentina,LAGOS,40' Dry,Container,Sent,40,30.0,ONCF,HAPAG LLOYD,CMA CGM,CASABLANCA,SEALAND,,1.0,,
652,Europe,Invoiced,CONFIRMED,22,20,Argentina,,40' Dry,Container,Sent,40,15.0,SVN,MAERSK,MAERSK,JORF LASFAR,HAPAG LLOYD,,,,
653,Europe,Invoiced,CONFIRMED,20,20,Nigeria,LAT KRABANG,20',Vessel,Sent,27,25.0,SVN,MAERSK,CMA CGM,,CMA CGM,,,,
654,Africa,Finalized,CONFIRMED,25,30,Argentina,,40' Dry,Vessel,Sent,27,60.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,MAERSK,3.0,1.0,,
655,Africa,Deal concluded,CONFIRMED,20,25,Thailand,BUENOS AIRES,,Container,Sent,27,,IPSEN,MAERSK,MAERSK,TANGER,SEALAND,,,,
656,Africa,Deal concluded,CONFIRMED,20,44,Thailand,BUENOS AIRES,20',Container,Sent,19,15.0,SVN,HAPAG LLOYD,MAERSK,CASABLANCA,GAMMA,,,,
657,Africa,Delivery in progress,CONFIRMED,20,20,Greece,THESSALONIKI,20',Container,Sent,40,30.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,1.0,,
658,Africa,Deal concluded,CONFIRMED,22,25,Morocco,THESSALONIKI,20',Container,Sent,27,25.0,IPSEN,MAERSK,MAERSK,JORF LASFAR,HAPAG LLOYD,,,0.0,
659,Africa,Delivery in progress,CONFIRMED,22,20,Greece,BUENOS AIRES,20',Container,Sent,0,,SVN,MAERSK,CMA CGM,JORF LASFAR,GAMMA,,,0.0,
660,Asia,Deal concluded,CONFIRMED,25,44,Morocco,LAGOS,20',Truck,Sent,33,60.0,SVN,CMA CGM,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,1.0,,
661,Africa,Deal concluded,CONFIRMED,22,0,Morocco,THESSALONIKI,,Truck,Sent,33,60.0,IPSEN,MAERSK,SEALAND,CASABLANCA,SEALAND,,,,
662,Europe,Finalized,CONFIRMED,22,25,Thailand,THESSALONIKI,,Container,Sent,33,25.0,SVN,HAPAG LLOYD,HAPAG LLOYD,,CMA CGM,,,,
663,Africa,Invoiced,CONFIRMED,20,25,Thailand,THESSALONIKI,,Truck,Sent,0,15.0,IPSEN,CMA CGM,HAPAG LLOYD,,CMA CGM,3.0,,,
664,Europe,Deal concluded,CONFIRMED,22,44,Nigeria,LAGOS,,Container,Sent,19,15.0,IPSEN,SEALAND,BDP,CASABLANCA,GAMMA,,1.0,,
665,Local Market,Invoiced,CONFIRMED,22,20,Greece,BUENOS AIRES,20',Container,Sent,33,25.0,IPSEN,SEALAND,HAPAG LLOYD,CASABLANCA,GAMMA,,,0.0,
666,Local Market,Invoiced,CONFIRMED,25,30,Morocco,THESSALONIKI,40' Dry,Truck,Sent,27,30.0,IPSEN,HAPAG LLOYD,CMA CGM,CASABLANCA,SEALAND,,,,
667,Europe,Finalized,CONFIRMED,25,25,Argentina,LAT KRABANG,40' Dry,Container,Sent,27,25.0,IPSEN,MAERSK,CMA CGM,JORF LASFAR,MAERSK,,1.0,,
668,Americas,Delivery in progress,CONFIRMED,25,0,Argentina,LAT KRABANG,20',Truck,Sent,27,30.0,SVN,MAERSK,SEALAND,CASABLANCA,CMA CGM,,,,
669,Africa,Deal concluded,CONFIRMED,22,0,Morocco,LAT KRABANG,20',Container,Sent,0,60.0,SVN,MAERSK,SEALAND,,CMA CGM,,,0.0,
670,Africa,Deal concluded,CONFIRMED,22,25,Greece,THESSALONIKI,40' Dry,Truck,Sent,40,,SVN,SEALAND,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,3.0,,,0.0
671,Asia,Invoiced,CONFIRMED,22,30,Greece,,20',Vessel,Sent,33,60.0,SVN,SEALAND,SEALAND,TANGER,SEALAND,,1.0,,
672,Americas,Deal concluded,CONFIRMED,25,0,Morocco,BUENOS AIRES,40' Dry,Vessel,Sent,0,25.0,SVN,CMA CGM,SEALAND,,MAERSK,,,0.0,0.0
673,Local Market,Invoiced,CONFIRMED,22,0,Thailand,BUENOS AIRES,20',Truck,Sent,40,60.0,IPSEN,SEALAND,CMA CGM,CASABLANCA,MAERSK,3.0,,,0.0
674,Asia,Deal concluded,CONFIRMED,25,44,Greece,,20',Container,Sent,19,15.0,IPSEN,SEALAND,CMA CGM,JORF LASFAR,CMA CGM,3.0,,0.0,0.0
675,Asia,Delivery in progress,CONFIRMED,20,30,Thailand,LAT KRABANG,20',Truck,Sent,0,,IPSEN,SEALAND,HAPAG LLOYD,,CMA CGM,3.0,,,0.0
676,Europe,Finalized,CONFIRMED,25,0,Morocco,LAGOS,,Container,Sent,0,30.0,SVN,MAERSK,MAERSK,JORF LASFAR,SEALAND,3.0,1.0,,
677,Africa,Deal concluded,CONFIRMED,22,30,Morocco,,20',Container,Sent,40,60.0,SVN,MAERSK,SEALAND,TANGER,CMA CGM,3.0,,,
678,Europe,Deal concluded,CONFIRMED,22,25,Argentina,,,Truck,Sent,33,15.0,SVN,CMA CGM,CMA CGM,CASABLANCA,GAMMA,,,,
679,Asia,Delivery in progress,CONFIRMED,20,20,Argentina,LAGOS,20',Vessel,Sent,0,15.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
680,Asia,Invoiced,CONFIRMED,20,25,Nigeria,,20',Container,Sent,33,30.0,SVN,CMA CGM,BDP,TANGER,MAERSK,,,,
681,Europe,Invoiced,CONFIRMED,22,30,Argentina,THESSALONIKI,20',Truck,Sent,33,,ONCF,MAERSK,SEALAND,,MAERSK,3.0,,0.0,
682,Asia,Deal concluded,CONFIRMED,22,30,Greece,THESSALONIKI,40' Dry,Container,Sent,40,,IPSEN,CMA CGM,CMA CGM,JORF LASFAR,GAMMA,,,,
683,Americas,Deal concluded,CONFIRMED,25,30,Morocco,LAT KRABANG,20',Container,Sent,40,15.0,SVN,HAPAG LLOYD,SEALAND,TANGER,MAERSK,,,,0.0
684,Asia,Deal concluded,CONFIRMED,22,30,Thailand,LAT KRABANG,20',Container,Sent,33,25.0,SVN,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,MAERSK,3.0,,,
685,Africa,Delivery in progress,CONFIRMED,22,44,Greece,BUENOS AIRES,20',Truck,Sent,27,30.0,ONCF,MAERSK,BDP,TANGER,MAERSK,,,,
686,Local Market,Invoiced,CONFIRMED,25,44,Nigeria,,20',Vessel,Sent,33,15.0,IPSEN,MAERSK,SEALAND,,SEALAND,,,0.0,
687,Europe,Invoiced,CONFIRMED,22,25,Nigeria,THESSALONIKI,20',Container,Sent,40,60.0,IPSEN,SEALAND,MAERSK,,GAMMA,,,0.0,
688,Americas,Deal concluded,CONFIRMED,25,30,Morocco,LAGOS,40' Dry,Container,Sent,33,25.0,SVN,MAERSK,CMA CGM,TANGER,GAMMA,,,,0.0
689,Asia,Finalized,CONFIRMED,25,25,Morocco,,20',Truck,Sent,0,60.0,SVN,CMA CGM,BDP,CASABLANCA,HAPAG LLOYD,,,,
690,Americas,Invoiced,CONFIRMED,22,44,Nigeria,LAGOS,,Vessel,Sent,0,15.0,IPSEN,SEALAND,CMA CGM,CASABLANCA,CMA CGM,,,,
691,Europe,Delivery in progress,CONFIRMED,22,44,Greece,LAGOS,20',Vessel,Sent,33,15.0,IPSEN,HAPAG LLOYD,BDP,JORF LASFAR,GAMMA,3.0,1.0,,0.0
692,Local Market,Deal concluded,CONFIRMED,22,20,Nigeria,LAGOS,,Container,Sent,33,,ONCF,HAPAG LLOYD,SEALAND,CASABLANCA,MAERSK,,,,0.0
693,Local Market,Invoiced,CONFIRMED,20,25,Argentina,THESSALONIKI,40' Dry,Container,Sent,40,60.0,IPSEN,MAERSK,BDP,JORF LASFAR,HAPAG LLOYD,3.0,,,
694,Africa,Delivery in progress,CONFIRMED,20,0,Greece,LAT KRABANG,40' Dry,Container,Sent,33,15.0,IPSEN,HAPAG LLOYD,BDP,TANGER,HAPAG LLOYD,,,,
695,Asia,Deal concluded,CONFIRMED,22,44,Nigeria,,20',Vessel,Sent,40,15.0,ONCF,MAERSK,BDP,CASABLANCA,MAERSK,3.0,,0.0,
696,Europe,Deal concluded,CONFIRMED,25,25,Morocco,,,Container,Sent,0,25.0,ONCF,MAERSK,MAERSK,TANGER,CMA CGM,,,,0.0
697,Europe,Deal concluded,CONFIRMED,20,0,Thailand,LAT KRABANG,20',Vessel,Sent,19,25.0,IPSEN,CMA CGM,CMA CGM,CASABLANCA,SEALAND,,,,
698,Africa,Finalized,CONFIRMED,22,0,Morocco,BUENOS AIRES,20',Container,Sent,19,30.0,IPSEN,MAERSK,MAERSK,TANGER,CMA CGM,,1.0,,
699,Asia,Invoiced,CONFIRMED,20,44,Morocco,LAT KRABANG,20',Container,Sent,27,,SVN,HAPAG LLOYD,SEALAND,,MAERSK,,,,0.0
700,Africa,Finalized,CONFIRMED,25,44,Argentina,BUENOS AIRES,,Container,Sent,0,60.0,IPSEN,MAERSK,HAPAG LLOYD,JORF LASFAR,GAMMA,,,,
701,Americas,Invoiced,CONFIRMED,20,44,Greece,THESSALONIKI,40' Dry,Container,Sent,0,30.0,IPSEN,MAERSK,BDP,JORF LASFAR,HAPAG LLOYD,,,,
702,Europe,Finalized,CONFIRMED,22,20,Greece,,20',Vessel,Sent,19,25.0,IPSEN,MAERSK,CMA CGM,,SEALAND,,,,0.0
703,Americas,Finalized,CONFIRMED,25,0,Nigeria,BUENOS AIRES,40' Dry,Container,Sent,19,,SVN,MAERSK,HAPAG LLOYD,,CMA CGM,,,,
704,Asia,Invoiced,CONFIRMED,22,30,Nigeria,LAT KRABANG,20',Vessel,Sent,40,25.0,SVN,MAERSK,MAERSK,CASABLANCA,SEALAND,3.0,,0.0,
705,Americas,Delivery in progress,CONFIRMED,25,44,Nigeria,LAGOS,,Container,Sent,27,30.0,IPSEN,MAERSK,CMA CGM,JORF LASFAR,SEALAND,,,,
706,Local Market,Deal concluded,CONFIRMED,25,44,Nigeria,,20',Vessel,Sent,0,60.0,SVN,MAERSK,MAERSK,CASABLANCA,CMA CGM,,,,
707,Americas,Deal concluded,CONFIRMED,22,0,Argentina,THESSALONIKI,,Container,Sent,19,25.0,ONCF,SEALAND,HAPAG LLOYD,JORF LASFAR,HAPAG LLOYD,,,,
708,Europe,Finalized,CONFIRMED,22,20,Argentina,LAT KRABANG,,Container,Sent,33,30.0,SVN,MAERSK,SEALAND,JORF LASFAR,MAERSK,,,,
709,Europe,Invoiced,CONFIRMED,20,25,Greece,BUENOS AIRES,20',Vessel,Sent,40,25.0,SVN,MAERSK,SEALAND,,SEALAND,,,,0.0
710,Asia,Invoiced,CONFIRMED,20,30,Nigeria,BUENOS AIRES,20',Container,Sent,27,30.0,ONCF,SEALAND,MAERSK,JORF LASFAR,HAPAG LLOYD,3.0,,,
711,Americas,Deal concluded,CONFIRMED,22,44,Argentina,LAT KRABANG,20',Container,Sent,27,25.0,SVN,SEALAND,SEALAND,CASABLANCA,MAERSK,,1.0,0.0,
712,Local Market,Delivery in progress,CONFIRMED,20,25,Morocco,THESSALONIKI,40' Dry,Vessel,Sent,0,30.0,IPSEN,MAERSK,BDP,,CMA CGM,,,,
713,Local Market,Deal concluded,CONFIRMED,20,30,Nigeria,BUENOS AIRES,20',Truck,Sent,19,,ONCF,SEALAND,SEALAND,CASABLANCA,HAPAG LLOYD,,1.0,,0.0
714,Europe,Delivery in progress,CONFIRMED,20,25,Nigeria,LAT KRABANG,20',Container,Sent,33,15.0,SVN,HAPAG LLOYD,HAPAG LLOYD,TANGER,SEALAND,,,,
715,Local Market,Finalized,CONFIRMED,22,30,Greece,,20',Container,Sent,0,30.0,IPSEN,CMA CGM,SEALAND,JORF LASFAR,MAERSK,,,,
716,Europe,Invoiced,CONFIRMED,22,0,Nigeria,LAT KRABANG,20',Container,Sent,33,25.0,IPSEN,MAERSK,MAERSK,CASABLANCA,MAERSK,,,,
717,Africa,Deal concluded,CONFIRMED,25,0,Thailand,BUENOS AIRES,20',Container,Sent,0,60.0,SVN,MAERSK,HAPAG LLOYD,TANGER,GAMMA,3.0,,0.0,
718,Americas,Delivery in progress,CONFIRMED,22,20,Thailand,,40' Dry,Truck,Sent,33,25.0,ONCF,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
719,Local Market,Delivery in progress,CONFIRMED,20,44,Thailand,THESSALONIKI,20',Container,Sent,27,30.0,SVN,CMA CGM,BDP,JORF LASFAR,CMA CGM,,,,0.0
720,Asia,Delivery in progress,CONFIRMED,20,20,Morocco,,20',Container,Sent,19,,IPSEN,MAERSK,MAERSK,JORF LASFAR,SEALAND,,,,
721,Africa,Deal concluded,CONFIRMED,22,44,Thailand,BUENOS AIRES,40' Dry,Container,Sent,0,15.0,IPSEN,MAERSK,SEALAND,CASABLANCA,HAPAG LLOYD,,,0.0,
722,Africa,Invoiced,CONFIRMED,22,30,Greece,LAGOS,,Container,Sent,40,,IPSEN,MAERSK,BDP,JORF LASFAR,MAERSK,,,,
723,Asia,Deal concluded,CONFIRMED,20,30,Nigeria,BUENOS AIRES,40' Dry,Container,Sent,33,60.0,IPSEN,SEALAND,BDP,CASABLANCA,HAPAG LLOYD,,,,
724,Europe,Deal concluded,CONFIRMED,20,20,Nigeria,THESSALONIKI,40' Dry,Container,Sent,19,15.0,IPSEN,CMA CGM,MAERSK,CASABLANCA,MAERSK,,,,
725,Local Market,Deal concluded,CONFIRMED,25,25,Morocco,BUENOS AIRES,,Container,Sent,40,,SVN,MAERSK,HAPAG LLOYD,,MAERSK,,,,
726,Local Market,Deal concluded,CONFIRMED,25,20,Nigeria,BUENOS AIRES,20',Vessel,Sent,27,60.0,IPSEN,MAERSK,BDP,CASABLANCA,MAERSK,,1.0,,
727,Asia,Deal concluded,CONFIRMED,20,25,Argentina,,,Container,Sent,19,30.0,SVN,CMA CGM,MAERSK,,GAMMA,,,,
728,Local Market,Finalized,CONFIRMED,20,30,Nigeria,LAGOS,40' Dry,Container,Sent,19,60.0,IPSEN,HAPAG LLOYD,MAERSK,,CMA CGM,,1.0,,
729,Africa,Deal concluded,CONFIRMED,22,20,Morocco,,20',Container,Sent,27,30.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,CMA CGM,,,,
730,Americas,Deal concluded,CONFIRMED,20,20,Nigeria,LAT KRABANG,40' Dry,Container,Sent,33,25.0,IPSEN,SEALAND,SEALAND,,HAPAG LLOYD,3.0,,,
731,Asia,Invoiced,CONFIRMED,25,30,Thailand,THESSALONIKI,20',Vessel,Sent,0,15.0,ONCF,MAERSK,BDP,CASABLANCA,HAPAG LLOYD,,1.0,,
732,Africa,Delivery in progress,CONFIRMED,25,44,Morocco,,20',Container,Sent,19,60.0,IPSEN,MAERSK,HAPAG LLOYD,,GAMMA,,,,0.0
733,Europe,Deal concluded,CONFIRMED,22,0,Greece,LAT KRABANG,20',Container,Sent,33,25.0,IPSEN,SEALAND,MAERSK,CASABLANCA,MAERSK,,,,0.0
734,Local Market,Deal concluded,CONFIRMED,22,25,Thailand,BUENOS AIRES,40' Dry,Container,Sent,33,60.0,SVN,CMA CGM,HAPAG LLOYD,JORF LASFAR,MAERSK,,,,
735,Africa,Finalized,CONFIRMED,22,30,Greece,THESSALONIKI,20',Vessel,Sent,40,60.0,SVN,MAERSK,SEALAND,,CMA CGM,,,,0.0
736,Africa,Delivery in progress,CONFIRMED,20,0,Morocco,LAT KRABANG,20',Truck,Sent,27,,IPSEN,MAERSK,CMA CGM,,SEALAND,,1.0,,
737,Asia,Invoiced,CONFIRMED,22,30,Morocco,LAT KRABANG,40' Dry,Container,Sent,40,25.0,SVN,MAERSK,MAERSK,CASABLANCA,MAERSK,3.0,,,
738,Asia,Deal concluded,CONFIRMED,20,0,Thailand,THESSALONIKI,40' Dry,Truck,Sent,27,15.0,ONCF,MAERSK,CMA CGM,CASABLANCA,CMA CGM,,,0.0,
739,Africa,Deal concluded,CONFIRMED,22,20,Nigeria,BUENOS AIRES,20',Container,Sent,33,15.0,SVN,CMA CGM,CMA CGM,TANGER,HAPAG LLOYD,,,0.0,
740,Africa,Finalized,CONFIRMED,20,44,Morocco,BUENOS AIRES,,Truck,Sent,27,25.0,SVN,CMA CGM,HAPAG LLOYD,CASABLANCA,MAERSK,,,,
741,Local Market,Delivery in progress,CONFIRMED,20,30,Argentina,LAT KRABANG,20',Container,Sent,33,,IPSEN,MAERSK,CMA CGM,,HAPAG LLOYD,,,,0.0
742,Africa,Invoiced,CONFIRMED,25,0,Argentina,LAGOS,20',Truck,Sent,27,60.0,IPSEN,MAERSK,SEALAND,CASABLANCA,SEALAND,,,,0.0
743,Asia,Finalized,CONFIRMED,22,25,Greece,,20',Truck,Sent,33,15.0,ONCF,SEALAND,BDP,JORF LASFAR,GAMMA,,,,
744,Africa,Invoiced,CONFIRMED,22,30,Nigeria,BUENOS AIRES,20',Vessel,Sent,40,25.0,ONCF,SEALAND,MAERSK,JORF LASFAR,GAMMA,,1.0,0.0,
745,Local Market,Finalized,CONFIRMED,20,0,Thailand,LAT KRABANG,20',Vessel,Sent,19,60.0,SVN,MAERSK,BDP,TANGER,SEALAND,,,,
746,Local Market,Deal concluded,CONFIRMED,22,20,Argentina,LAT KRABANG,20',Container,Sent,40,30.0,IPSEN,CMA CGM,CMA CGM,,MAERSK,,,,
747,Europe,Deal concluded,CONFIRMED,20,44,Argentina,BUENOS AIRES,20',Vessel,Sent,33,60.0,IPSEN,SEALAND,SEALAND,CASABLANCA,CMA CGM,,,0.0,
748,Asia,Deal concluded,CONFIRMED,22,44,Morocco,,20',Container,Sent,19,25.0,IPSEN,MAERSK,HAPAG LLOYD,JORF LASFAR,MAERSK,,,,
749,Americas,Delivery in progress,CONFIRMED,20,25,Thailand,THESSALONIKI,40' Dry,Container,Sent,40,60.0,SVN,MAERSK,BDP,CASABLANCA,HAPAG LLOYD,,,,
750,Europe,Invoiced,CONFIRMED,25,20,Greece,LAT KRABANG,40' Dry,Container,Sent,27,60.0,ONCF,CMA CGM,HAPAG LLOYD,CASABLANCA,GAMMA,,,,
751,Americas,Deal concluded,CONFIRMED,22,20,Greece,LAGOS,20',Container,Sent,0,,SVN,MAERSK,SEALAND,CASABLANCA,MAERSK,,1.0,,
752,Africa,Deal concluded,CONFIRMED,22,0,Nigeria,,20',Container,Sent,0,60.0,SVN,MAERSK,MAERSK,TANGER,MAERSK,,,,
753,Local Market,Invoiced,CONFIRMED,22,25,Nigeria,,20',Container,Sent,33,25.0,IPSEN,HAPAG LLOYD,CMA CGM,CASABLANCA,MAERSK,,1.0,,
